"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"06/10/2016","2016-007657ENF","Enforcement (ENF)","400 Laguna Street","Closed - No Violation","commercial space was intended for street activation of the the Laguna/Oak street corner and serving the community, not only the tenants, no notification of the change of entitlement; hazardous permeable landscaping not properly installed on sidewalk",,
"06/10/2016","2016-007660PRL","Project Light (PRL)","154 Gates St","Closed","Replace existing windows, same operation and size. Change of materials to fiberglass.",,
"06/10/2016","2016-007661PRJ","Project Profile (PRJ)","3660 21ST ST","Closed","REVISION TO PERMIT 201303293348 (S1/R1); TO REMOVE EXISTING UNREINFORCED MASONRY WALLS.",,
"06/10/2016","2016-007663PRJ","Project Profile (PRJ)","324 STOCKTON ST","Application Accepted","ERECT ELECT, WALL, SINGLE-FACED, INDIRECT, REPLACEMENT SIGN. N/A FOR MAHER ORDINANCE NO 155-13.  ERECT NON-ELECTRIC, WALL, SINGLE-FACED, NON-ILLUMINATED, REPLACEMENT SIGN. N/A FOR MAHER ORDINANCE NO 155-13.",,
"06/10/2016","2016-007664PRL","Project Light (PRL)","1635 CASTRO ST","Closed","Approved BPA for construction of (N) 9’-tall concrete retaining wall in the rear yard.",,
"06/10/2016","2016-007665PRL","Project Light (PRL)","420 SOMERSET ST","Closed","Remove deck at rear, add habitable space at ground floor per rooms down.",,
"06/10/2016","2016-007666PRL","Project Light (PRL)","909 BRODERICK ST","Closed","Remove and reconstruct 10 foot high fence in rear yard",,
"06/10/2016","2016-007669EEC","Categorical Exemption (EEC)","125 Clement Street","Closed - CEQA Clearance Issued","Proposed conversion of existing commercial space into a French Immersion Preschool expansion.",,
"06/10/2016","2016-007669ENV","Environmental (ENV)","125 Clement Street","Closed - CEQA Clearance Issued","Change of use at ground floor from retail to childcare facility for 15 children.  Storefront modifications.",,
"06/10/2016","2016-007669PRJ","Project Profile (PRJ)","125 Clement Street","Application Accepted","Proposed conversion of existing commercial space into a French Immersion Preschool expansion.",,
"06/10/2016","2016-007672PRL","Project Light (PRL)","70 ROSEMONT PL","Closed","Rooms down at first floor, 1 bed, 1 bath, 1 media room. Add new staircase for limited visual connection. Remodel second floor. Add nonvisible windows and door at ground floor.",,
"06/10/2016","2016-007674PRL","Project Light (PRL)","923 DIVISADERO ST","Closed","Provide ADA bathroom for existing Personal Sales and Service Use. No exterior work.",,
"06/10/2016","2016-007675PRL","Project Light (PRL)","2652 21ST ST","Closed","Revision to BPA 201509167122",,
"06/10/2016","2016-007677ENF","Enforcement (ENF)","935 Ulloa Street","Closed - No Violation","illegal short-term rental - converted to multiple room airbnb rental, on all three levels",,
"06/09/2016","2015-015229EEC","Categorical Exemption (EEC)","200 Larkin Street","Open","The proposed project includes a 36'-1"" tall, single story, 13,000 SF pavilion and freight elevator along the east side of the building facing Hyde Street. The pavilion will be constructed on top of a non-historic addition dating from the building's 2003 renovation and the elevator adjacent to the loading dock and new addition. Widening of the loading dock driveway on Hyde Street is also proposed. The project will also include non-architectural improvements to the main entrance lobby, renovation of the education classrooms on the main level, and minor improvements (principally new electrical and data outlets and addition of a few non-structural partitions) on the building's second and third floors to accommodate new exhibits. No historic fabric will be altered inside the building.An alternative of a roof garden on the new pavilion is in consideration if funding allows. The proposed alternative includes an extension of the freight elevator (53'-7"" tall) that extends to the building's second floor.",,
"06/09/2016","2015-015229ENV","Environmental (ENV)","200 Larkin Street","Under Review","The proposed project includes a 36'-1"" tall, single story, 13,000 SF pavilion and freight elevator along the east side of the building facing Hyde Street. The pavilion will be constructed on top of a non-historic addition dating from the building's 2003 renovation and the elevator adjacent to the loading dock and new addition. Widening of the loading dock driveway on Hyde Street is also proposed. The project will also include non-architectural improvements to the main entrance lobby, renovation of the education classrooms on the main level, and minor improvements (principally new electrical and data outlets and addition of a few non-structural partitions) on the building's second and third floors to accommodate new exhibits. No historic fabric will be altered inside the building.An alternative of a roof garden on the new pavilion is in consideration if funding allows. The proposed alternative includes an extension of the freight elevator (53'-7"" tall) that extends to the building's second floor.",,
"06/09/2016","2016-007536PRL","Project Light (PRL)","2455 14TH AVE","Closed","revise and expand rooms down. family, bed, office, laundry and full bath. one car parking to remain.",,
"06/09/2016","2016-007537PRL","Project Light (PRL)","455 MARKET ST","Closed","Replace 1 new projecting sign 2.25 sf in size for ""Star Bucks"" meeting PC section 607 and 608.8 Illuminated signs shall be dimmable and turned off from 11pm until 6am everyday.",,
"06/09/2016","2016-007538PRL","Project Light (PRL)","4434 17TH ST","Closed","Replace deteriorated siding and 3 windows in front in-kind. Materials for both to be wood; window operation to be same fixed middle and side casement.",,
"06/09/2016","2016-007539GPR","General Plan Referral (GPR)","5050 Mission Street","Closed - Approved","Install a new curb extension onto Mission Street in front of the property at 5050 Mission Street.",,
"06/09/2016","2016-007540PRL","Project Light (PRL)","419 02ND AVE","Closed","Per existing and proposed plans repair interior fire damage in-kind of an existing 2 unit building. No change in unit count permitted. Both units access to usable open space per common internal stairway. Rooms down total lack of connection, no direct access. Full bath permitted, no wet bar. All street facing windows to be replaced with double hung wood aluminum clad windows. Replacement of all interior framing to be less than 75%. No other work.",,
"06/09/2016","2016-007541ENF","Enforcement (ENF)","842 North Point","Closed - No Violation","parking and garbage cans",,
"06/09/2016","2016-007542ENF","Enforcement (ENF)","3150 18th Street","Under Review","illegally converted from PDR to office/retail",,
"06/09/2016","2016-007543PRV","Project Review Meetings (PRV)","6 August Alley","Closed - Informational","6 August Alley (0118/14); Project Review application to discuss a proposed renovation and addition.",,
"06/09/2016","2016-007544ENF","Enforcement (ENF)","5335 Geary Blvd","Closed - No Violation","recently constructed permanent obstruction of the sidewalk/public right of way in front of the Royal Market Food and Bakery store",,
"06/09/2016","2016-007545PRL","Project Light (PRL)","1528 ORTEGA ST","Closed","Approved OTC. Rooms down for office, bedroom, mudroom and full bath at ground floor. Interior remodeling for bathroom and kitchen at 2nd floor. Two front aluminum windows to be replaced with aluminum clad wood fixed/slider in same opening size. No other exterior work proposed.",,
"06/09/2016","2016-007546PRL","Project Light (PRL)","2336 BROADWAY","Closed","repair water damage at ceiling of front porch. correct framing and reattach panels and bases. apply correct flashing as needed.",,
"06/09/2016","2016-007547PRL","Project Light (PRL)","1425 OCEAN AVE","Closed","Installation of non-illuminated metal wall sign on existing sign band.",,
"06/09/2016","2016-007548ZAD","Zoning Administrator Determination Letter (ZAD)","558 Sacramento Street - ZAD Request","Closed - Issued","Request for Letter of Determination - Sale of Transferrable Development Rights (TDR)",,
"06/09/2016","2016-007549GPR","General Plan Referral (GPR)","444 Townsend Street","Closed - Approved","Construction of new sidewalk on 400 Block of Townsend Street",,
"06/09/2016","2016-007551ZAD","Zoning Administrator Determination Letter (ZAD)","360-A West Portal Avenue - ZAD Request","Closed - Issued","Request for Letter of Determination",,
"06/09/2016","2016-007552PRL","Project Light (PRL)","5 03RD ST","Closed","Interior T.I. per plans. No exterior work. New counter attached from interior soffit and vertical supports aligned behind vertical muntins (not visible from exterior). No Permit to Alter required.",,
"06/09/2016","2016-007553ZAV","Zoning Administrator Verification Letter (ZAV)","489 - 6th Street/790 Bryant Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"06/09/2016","2016-007554PRJ","Project Profile (PRJ)","722 PRAGUE ST","Under Review","Change of use of existing garage to a residential dwelling unit (studio).",,
"06/09/2016","2016-007554VAR","Variance (VAR)","722 PRAGUE ST","Closed - Approved","Variance request to the rear yard requirement to permit the change of use of existing garage to a residential dwelling unit (studio).",,
"06/09/2016","2016-007556ZAV","Zoning Administrator Verification Letter (ZAV)","166 Geary Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"06/09/2016","2016-007557ENF","Enforcement (ENF)","736/738 Guerrero Street","Under Review","illegal short-term rentals - upper flat at 736/738 Guerrero Street",,
"06/09/2016","2016-007558ENF","Enforcement (ENF)","280 14th Street","Closed - No Violation","PDR 1-G listed as Commercial T.I. to 4503 sq ft light industrial space, permit was described as 'To add a small beer manufacture and distribution facility, project also includes a small accessory tasting area",,
"06/09/2016","2016-007559PRL","Project Light (PRL)","1230 MARKET ST","Closed","Interior TI for restaurant per plans. No exterior work. No Certification of Appropriateness required.",,
"06/09/2016","2016-007560ENF","Enforcement (ENF)","2196 Union Street","Closed - No Violation","illegal sign - a company from New York, Overall Murals, took down a billboard and painted advertising on the surface where the billboard used to be, which is against sign code, the sign is also larger than the old billboard used to be.",,
"06/09/2016","2016-007561PRL","Project Light (PRL)","3772 26TH ST","Closed","replace existing windows at the front façade (and other locations) with wood hung windows within the existing openings.No BBNS or planning code complaints.",,
