"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"04/04/2017","2017-004110PRJ","Project Profile (PRJ)","2867-2899 San Bruno Avenue","Application Accepted","Modification of Condition of Approval. Planning Commission Motion No. 18782.",,
"04/04/2017","2017-004111PRL","Project Light (PRL)","500 BUSH ST","Closed","Interior tenant improvements.  Replace flooring & ceiling.  New interior lighting, new gyp. board @ walls.  New H.C. accessible bathroom.  Signage under separate permit.  No exterior alterations.",,
"04/04/2017","2017-004112MIS","Misc. Permits-REF (MIS)","650 Stanyan Street - Crown Castle ROW WTS Facility","Denied","Crown Castle ROW WTS Facility: Installation and operation of wireless equipment and antennas for Crown Castle on Existing PG&E Wood Utility Pole.",,
"04/04/2017","2017-004114PRL","Project Light (PRL)","253 11TH AVE","Closed","3rd DU added (at GF) to an existing 2 legal DU building; 639 sf DU added",,
"04/04/2017","2017-004115MIS","Misc. Permits-REF (MIS)","765 2nd Avenue - Crown Castle ROW WTS Facility","Closed - Disapproved","Crown Castle ROW WTS Facility: Installation and operation of wireless equipment and antennas for Crown Castle on Existing PG&E Wood Utility Pole.",,
"04/04/2017","2017-004116PRL","Project Light (PRL)","1326 29TH AVE","Closed","Replace existing exterior front finishes and stairs due to failed water barrier.  Repair stucco due to moisture penetration on south wall, all work to be done in kind.  Restore existing railing in kind.",,
"04/04/2017","2017-004117PRL","Project Light (PRL)","1350 LA PLAYA","Closed","TO REPLACE FRONT ENTRY STAIRS IN KIND WITH SAME MATERIAL AS EXISTING SUCH AS CONCRETE AND BLUE STONE TREADS.  REPLACE HAND RAILS IN KIND TO COMPLY WITH DBI REQUIREMENTS.",,
"04/04/2017","2017-004118PRL","Project Light (PRL)","185 Berry Street - T-Mobile Macro WTS Facility Modification","Under Review","MODIFY (E) T-MOBILE WIRELESS COMMUNICATIONS SITE. SWAP 6 (E) PANEL ANTENNAS FOR 6 NEW ANTENNAS, SWAP 6 (E) TMAS FOR 6 NEW TMAs, INSTALL 3 NEW RRUs, INSTALL 3 NEW DIPLEXERS.** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",,
"04/04/2017","2017-004120PRL","Project Light (PRL)","125 WINFIELD ST","Closed","Repair front stair in-kind. No other work.",,
"04/04/2017","2017-004121PRL","Project Light (PRL)","1260 CLAY ST","Closed","Repair wood trim in-kind visible from street. No other work.",,
"04/04/2017","2017-004123PRL","Project Light (PRL)","674 07TH AVE","Closed","In-fill at rear under legal projecting floor above to create an existing laundry closet. In-fill less than 10' from grade. New in-fill to be a non-habitual common laundry closet. Not part of an existing dwelling unit.  No change in existing number of dwelling units on property no change in unit size's. No other work.",,
"04/04/2017","2017-004124ENF","Enforcement (ENF)","103A Broad Street","Under Review","living at the building which is commercial use",,
"04/04/2017","2017-004125PRJ","Project Profile (PRJ)","103 GEARY ST","Application Accepted","TO ERECT ELECTRIC, WALL, SINGLE FACED SIGN.",,
"04/04/2017","2017-004125PTA","Permit to Alter Major/Minor (PTA)","103 GEARY ST","Closed - Approved","Minor Permit to Alter: Install (N) sign",,
"04/04/2017","2017-004126ENF","Enforcement (ENF)","105  Broad","Closed - No Violation","living at the building under commercial use",,
"04/04/2017","2017-004128PRL","Project Light (PRL)","333 MOLIMO DR","Closed","repair front stairs",,
"04/04/2017","2017-004129DES","Designations (DES)","500 4th Street - Hotel Utah","Under Review","Landmark designation - Hotel Utah",,
"04/04/2017","2017-004130PRJ","Project Profile (PRJ)","460 14TH ST","Under Review","ADDITIONAL UNIT (STUDIO UNIT) PER ORDINANCE NO# 162-16. ** MAHER: N/A **",,
"04/04/2017","2017-004131MIS","Misc. Permits-REF (MIS)","606 Capp Street - Comb, LLC","Closed - Approved","Police - Commercial Parking Lot Renewal: Per 209.4, recommend continuation of an existing use as a parking lot (DBA Comb, LLC.) within the RTO-M district.",,
"04/04/2017","2017-004132MIS","Misc. Permits-REF (MIS)","345 Brannan Street - SP Plus Corporation","Closed - Approved","Police - Commercial Parking Garage",,
"04/04/2017","2017-004133MIS","Misc. Permits-REF (MIS)","4141 Geary Blvd - Kaiser Foundation Hospitals","Closed - Approved","Police - Commercial Parking Garage Renewal-Approved for the continuation of an existing parking facility use.",,
"04/04/2017","2017-004134PRJ","Project Profile (PRJ)","70-72 MANZANITA AVE","Under Review","UNIT LEGALIZATION ORD 43-14. LEGALIZE (E) TV ROOM AS KITCHEN CREATING FULL DWELLING UNIT. INCLUDES INSTALL GAS STOVE, REFRIGERATOR, KITCHEN SINK, RANGE HOOD.",,
"04/04/2017","2017-004135MIS","Misc. Permits-REF (MIS)","2238 Geary Blvd - Kaiser Foundation Hospitals","Closed - Approved","Police - Commercial Parking Garage Renewal-Approved for the continuation of an existing parking facility use.",,
"04/04/2017","2017-004136MIS","Misc. Permits-REF (MIS)","2130 O'Farrell Street - Kaiser Foundation Hospitals","Closed - Approved","Police - Commercial Parking Garage Renewal-Approved for the continuation of an existing parking facility use.",,
"04/04/2017","2017-004137MIS","Misc. Permits-REF (MIS)","2190 O'Farrell Street - Kaiser Foundation Hospitals","Closed - Approved","Police - Commercial Parking Garage Renewal-Approved for the continuation of an existing parking facility use.",,
"04/04/2017","2017-004138PRJ","Project Profile (PRJ)","51 PRIEST ST","Under Review","ADD UNIT PER ORD 162-16. NEW DWELLING UNIT BEING ADDED AT GROUND FLOOR UNDER THE CITY'S ADU PROGRAM PER ORDINANCE 162-16. 1 BEDROOM, 1 BATHROOM AND 1 KITCHEN BEING ADDED",,
"04/04/2017","2017-004139MIS","Misc. Permits-REF (MIS)","469 Eddy Street - Golden State Parking","Closed - Approved","Police - Commercial Parking Garage",,
"04/04/2017","2017-004140MIS","Misc. Permits-REF (MIS)","1064 Mission Street - Liberty Park Management, Inc.","Closed - Approved","Police - Commercial Parking Lot Renewal",,
"04/04/2017","2017-004141PRJ","Project Profile (PRJ)","17 CHATTANOOGA ST","Under Review","ADD UNIT PER ORDINANCE NO# 162-16 IN PLACE OF (E) STORAGE & GARAGE AREA @ STREET LEVEL IN AN (E) 3 UNITS RESIDENTIAL STRUCTURE. (E) UNITS ABOVE TO REMAIN UNCHANGED. NEW UNITS WILL HAVE 2 BEDROOMS, 2 BATHS & 1 KITCHEN.",,
"04/04/2017","2017-004142MIS","Misc. Permits-REF (MIS)","67 Turk Street - Turquoise Parking, LLC","Closed - Approved","Police - Commercial Parking Lot Renewal",,
"04/04/2017","2017-004143MIS","Misc. Permits-REF (MIS)","160 Spear Street - SP Plus Corporation","Closed - Approved","Police - Commercial Parking Garage",,
"04/04/2017","2017-004144MIS","Misc. Permits-REF (MIS)","150 Turk Street - Magic Moments Parking","Closed - Approved","Police - Commercial Parking Garage Renewal",,
"04/04/2017","2017-004146PRL","Project Light (PRL)","235 Kansas Street","Closed","Replacement of 2 (e) faux windows with 2 new true windows to match adjacent existing windows.",,
"04/04/2017","2017-004147PRL","Project Light (PRL)","152 04TH AVE","Closed","TO CONSTRUCT THREE DORMERS AT ROOF LEVEL.  TO CONSTRUCT TWO BEDROOMS, ONE GAME ROOM, TWO FULL BATHROOMS, ONE LAUNDRY ROOM AND INTERIOR STAIRS TO CONNECT ALL FLOORS, AT GROUND FLOOR.  ALL OTHER WORK ARE INTRIOR WITH NO CHANGES TO THE BUILDING ENVELOPE.  APPROX. 18.5 CUYD. OF SOIL EXCAVATION (<50 CUYD), 38% INTERIOR WALLS REMOVAL (<75%), 25% HORIZONTAL PLATE REMOVAL (<50%) CALCULATIONS CITED ON PLANS.",,
"04/04/2017","2017-004148PRJ","Project Profile (PRJ)","320 CAPP ST","Under Review","REAR BLDG. UNIT LEGALIZATION ORD 43-14. EXISTING ILLEGAL UNIT TO BE LEGALIZED. REMODEL EXISTING FLOOR PLAN. RELOCATE KITCHEN & BEDROOM. REMODEL BATHROOM.",,
"04/04/2017","2017-004149ENV","Environmental (ENV)","SFPUC - Geary Rapid West of Van Ness Sewer Replacement Project","Closed - CEQA Clearance Issued","The proposed project involves sewer replacements and upgrades along Geary Boulevard from Franklin Street to Stanyan Street in the Western Addition, Inner Richmond, and Presidio Heights neighborhoods of San Francisco. The total estimated length of sewer pipelines to be replaced is approximately 8,975 linear feet (1.70 miles).",,
"04/04/2017","2017-004149ETM","Environmental Time and Materials (ETM)","SFPUC - Geary Rapid West of Van Ness Sewer Replacement Project","Closed - CEQA Clearance Issued","The proposed project involves sewer replacements and upgrades along Geary Boulevard from Franklin Street to Stanyan Street in the Western Addition, Inner Richmond, and Presidio Heights neighborhoods of San Francisco. The total estimated length of sewer pipelines to be replaced is approximately 8,975 linear feet (1.70 miles).",,
"04/04/2017","2017-004151MIS","Misc. Permits-REF (MIS)","2453 Fillmore Street - Blue Bottle Coffee","Closed - Approved","Health - Restaurant. Limited Restaurant is a permitted use in the Upper Fillmore NCD per Planning Code Section 718.43. Change of operator for existing Formula Retail use (from ""Tully's Coffee"" to ""Blue Bottle Coffee"") approved by Planning Commission via Motion No. 19496.",,
"04/04/2017","2017-004152ENV","Environmental (ENV)","SFPUC - Van Ness Corridor Water Main Replacement and Upgrades Project","Closed - CEQA Clearance Issued","The proposed project involves water-distribution-system replacement and upgrades along Van Ness Avenue from South Van Ness Avenue at Mission Street to Van Ness Avenue at Lombard Street. The proposed Project would include replacement of an existing pipeline and installation of a new second pipeline along Van Ness Avenue. A total of approximately 23,878 linear feet (4.52 miles) of water main would be replaced and newly installed.",,
"04/04/2017","2017-004152ETM","Environmental Time and Materials (ETM)","SFPUC - Van Ness Corridor Water Main Replacement and Upgrades Project","Closed - CEQA Clearance Issued","The proposed project involves water-distribution-system replacement and upgrades along Van Ness Avenue from South Van Ness Avenue at Mission Street to Van Ness Avenue at Lombard Street. The proposed Project would include replacement of an existing pipeline and installation of a new second pipeline along Van Ness Avenue. A total of approximately 23,878 linear feet (4.52 miles) of water main would be replaced and newly installed.",,
"04/04/2017","2017-004154ENF","Enforcement (ENF)","50 Grenard Ter","Closed - Abated","illegal short-term rental on Airbnb - https://www.airbnb.com/rooms/10992778. Notice of Violation issued. Listings removed and future guest stays cancelled by host (owner). Penalties paid. Violation is now abated (resolved).",,
"04/04/2017","2017-004155ENF","Enforcement (ENF)","123 Lyon Street Illegal Short-Term Rentals","Under Review","Illegal Short-Term Rentals at 123 Lyon Street (entire unit being offered instead of unit host resides in): https://www.airbnb.com/rooms/2081420",,
"04/04/2017","2017-004161GEN","Generic (GEN)","2650-52 Hyde St","Closed - Informational","Immediate Disclosure Request - 2650-52 Hyde St",,
"04/04/2017","2017-004338PRJ","Project Profile (PRJ)","373 VALLEY ST","Closed","NEW INTERIOR STAIR, NEW FINISHES AT (E) BATHROOM & REVISION /ADDITION OF WINDOWS ON THE REAR FACADE. MEP PERMITS DEFERRED; NOT THE REMOVAL OF AN UNAUTHORIZED UNIT",,
"04/04/2017","2017-004339PRJ","Project Profile (PRJ)","147 29TH ST","Application Accepted","VERTICAL & HORIZONTAL ADDITION, REMODEL NEW 3RD FLOOR, NEW INTERIOR LAYOUT, FINISHES AND FIXTURES, NEW WINDOWS AND SKYLIGHTS, ADD 3 BATHROOMS AND THREE BEDROOMS ON 3RD FLOOR",,
"04/03/2017","2012.0373CND","Condo-REF (CND)","750-752 CASTRO STREET","Closed - Approved","E-Condo: 2 Units Condo Conversion (DPW Lottery Bypass)","Residential Dwelling Unit Removal via merger from 3 units to 2 units.",
"04/03/2017","2017-004017PRL","Project Light (PRL)","558 27th Ave","Closed","Revision to permit # 201701137112. Construction of a 4x5' skylight in center of roof. Stucco repair in kind on front façade. Interior work including moving plumbing fixtures. Conversion of ground floor door to a window.",,
"04/03/2017","2017-004018ENF","Enforcement (ENF)","199 New Montgomery Street, Unit 1604","Under Review","Unit 1604 - illegal short-term rental on Airbnb; : https://www.airbnb.com/rooms/22278. Listing recently removed as of April 2017.",,
"04/03/2017","2017-004019PRL","Project Light (PRL)","506 EUREKA ST","Closed","Rooms down, single family dwelling. Having indirect access with a total lack of connection between floors. Approval is for full bath, no wet bar. This permit does not remove an authorized or unauthorized dwelling unit. Affidavit signed. Window at front façade lower level to be changed from vinyl to wood interior aluminum exterior. Legality or other front façade windows not to be determined per this application. Interior demolition less than 75%. No BBN or Planning Code complaints as of 4/3/17.",,
